"","taxon","gene","effect.size","p.value","std.err","df","q.value"
"1","Acutalibacteraceae","UniRef50_R6E9N4",0.398812216479583,4.65039842094672e-05,NA,NA,0.360917421449675
"2","Acutalibacteraceae","UniRef50_UPI00214B73C1",-0.328424699355004,0.000133509296026402,NA,NA,0.518082823230452
"3","Acutalibacteraceae","UniRef50_K1SUM2",-0.130299332923954,0.085322272900181,NA,NA,0.898102022874568
"4","Acutalibacteraceae","UniRef50_G1VJP7",0.158476345817696,0.359649734161334,NA,NA,0.898102022874568
"5","Acutalibacteraceae","UniRef50_UPI00117A5CDC",-0.350086088114785,0.285759348352078,NA,NA,0.898102022874568
"6","Acutalibacteraceae","UniRef50_UPI00242C0178",-0.121846238472861,0.31321732591229,NA,NA,0.898102022874568
"7","Acutalibacteraceae","UniRef50_A0A350TJ80",0.144429874688121,0.159571274240087,NA,NA,0.898102022874568
"8","Acutalibacteraceae","UniRef50_A0A174EJL7",-0.146863368382599,0.212738607986352,NA,NA,0.898102022874568
"9","Acutalibacteraceae","UniRef50_R7KYJ5",0.0980825587789396,0.374688062215574,NA,NA,0.898102022874568
"10","Acutalibacteraceae","UniRef50_A0A239QTD4",-0.194560984983559,0.292469452494672,NA,NA,0.898102022874568
"11","Acutalibacteraceae","UniRef50_A0A349PVS1",0.137664743881218,0.236202546296628,NA,NA,0.898102022874568
"12","Acutalibacteraceae","UniRef50_R6PPX5",-0.0489453026697848,0.105963674624775,NA,NA,0.898102022874568
"13","Acutalibacteraceae","UniRef50_C0B8B9",0.15581769717343,0.192817146043346,NA,NA,0.898102022874568
"14","Acutalibacteraceae","UniRef50_R6GZP9",0.163002898197181,0.221606760215205,NA,NA,0.898102022874568
"15","Acutalibacteraceae","UniRef50_A0A1Q6L134",-0.186548895220184,0.13076639151545,NA,NA,0.898102022874568
"16","Acutalibacteraceae","UniRef50_K1TQB8",-0.183829129559353,0.182368756564022,NA,NA,0.898102022874568
"17","Acutalibacteraceae","UniRef50_A5ZUC0",0.373108740482819,0.0318671982912366,NA,NA,0.898102022874568
